id,customer_id,payment_id,risk_level,recovery_probability,status,assigned_channel,amount,created_at,recovered_at
724d1ee8-c770-4c55-b570-3dc48626a6f2,e57887b9-66cc-408d-abd2-c308197ead9c,9610a0bf-3d67-4b86-9ad9-3e219816dd6a,medium,0.397,recovered,email,1266.36,2026-07-04T15:41:51.175565+00:00,2026-07-07T06:41:51.175565+00:00
189dc3b5-0fb3-46ca-918a-9dfa6c0ff290,959f7e80-ced3-4f0b-8601-260a24ab2f0e,1f9bf232-e4c1-4649-9799-8f02a678e4ff,low,0.851,lost,email,5262.16,2026-05-25T20:19:51.175565+00:00,
478ea2e3-c543-4618-a409-f4af7f8cb4ee,151ebfc7-730a-4afc-986c-850f1598de24,a4802e93-bffb-43c3-832d-774d13415177,medium,0.574,lost,whatsapp,649.29,2026-07-21T07:56:51.175565+00:00,
fc1b9080-8074-40ec-961d-24f3ff8963c7,e07fa019-be2e-452e-bf00-8ed4a34b75d9,00596872-4843-42bf-a62e-6a113e122c94,low,0.717,lost,email,701.64,2026-07-28T19:14:51.175565+00:00,
014fb24a-6b63-4917-b65e-2ac6b5fee9a7,60aabdc1-b6e4-48a7-9870-d4c2cdb4c0ec,6b385d68-6d65-4db7-b290-5757bac910e3,high,0.215,lost,voice_call,3376.78,2026-07-27T17:29:51.175565+00:00,
50083a2a-c8fb-4b2c-924b-6ff874d67f16,5655085b-3d27-4c16-b139-bc251ac37fd4,fb6bb2b7-52a7-4ed4-813b-463267cba5e6,low,0.786,lost,sms,2291.94,2026-07-04T06:13:51.175565+00:00,
98323420-542b-4391-bf62-7afe5fc2ad55,919b6762-0dbb-418a-870f-d17c9186e76d,362d2e56-c923-4248-acf5-7c3220b94382,low,0.88,recovered,whatsapp,5952.11,2026-06-07T21:33:51.175565+00:00,2026-06-09T11:33:51.175565+00:00
0a7d3afb-c721-4e53-83c1-407427d6743d,f476e5e3-1c50-4e96-baff-aaf9e5480ad2,023179b4-f675-4f8b-aee8-3c64aef93a5b,low,0.684,recovered,whatsapp,3638.94,2026-06-08T03:24:51.175565+00:00,2026-06-08T23:24:51.175565+00:00
028997ba-2a90-440e-b888-527f08435c25,0a2bf367-f7c4-4483-9923-d73b8b747e04,5abd7720-2d39-40f7-9d4e-329c6e6a1c1a,medium,0.613,recovered,email,2803.74,2026-07-18T12:51:51.175565+00:00,2026-07-21T07:51:51.175565+00:00
1a8bb493-0d74-4fec-a6b0-009a9231049f,4bf7bcb9-1dbb-4abc-8de2-7238348b7844,c9236025-c332-48db-96ea-898175ca878f,low,0.827,lost,email,576.15,2026-07-10T08:15:51.175565+00:00,
75c205d4-42dc-4985-a204-da9412795b9e,b16b86ba-7625-4fab-9855-853f30dc855b,a06923b2-e58d-4366-aeae-ff39f9cc523e,low,0.672,contacted,whatsapp,4706.53,2026-08-21T20:33:51.175565+00:00,
32688ef3-87c3-48ee-ae04-003ed40ae054,f0a10a16-8d66-4555-b96d-011507641e8d,cc1c3fd4-5248-415a-b00e-474c993d690a,medium,0.593,recovered,voice_call,2446.61,2026-08-04T04:53:51.175565+00:00,2026-08-06T03:53:51.175565+00:00
0667c85f-d061-4074-98b2-70b8251af9cf,83775dff-ec66-4a7e-b386-7e95fdd82dae,b405037b-d20e-4ff4-908c-9e0bb41e1f98,low,0.804,recovered,sms,684.36,2026-08-12T09:43:51.175565+00:00,2026-08-15T01:43:51.175565+00:00
98073dba-578b-4b16-8e7f-e84d155cfb9a,a5e09721-20df-49a1-bcfe-6890f4fe9e65,5f1436f1-2f19-4d59-bf52-9a89738575ba,high,0.205,recovered,whatsapp,6492.08,2026-07-08T23:34:51.175565+00:00,2026-07-10T00:34:51.175565+00:00
389244fb-b522-4d34-89fc-f82040f01134,5453988c-ae43-4805-b721-f3ff19216262,936cf2cd-fa66-4595-bd0a-53658c64cbc3,medium,0.6,recovered,sms,3042.66,2026-06-07T02:58:51.175565+00:00,2026-06-09T12:58:51.175565+00:00
c19e3935-7fbd-4a28-9132-a8579c9588d8,94cb4f83-7106-43df-8677-da96b8fde078,4ca24100-4ef4-4a8b-bdbd-45b58f770ff5,low,0.819,recovered,whatsapp,1002.31,2026-07-17T16:38:51.175565+00:00,2026-07-20T00:38:51.175565+00:00
a3b4f65a-214e-4061-976f-239bdc151def,16a56533-1e70-43f5-b40d-4b0bbe7cf17f,59e4cfa7-e266-4747-8de9-ce399705a32e,low,0.768,lost,sms,4939.29,2026-06-30T17:13:51.175565+00:00,
ef4d7570-5d4b-409b-9269-4d82f5237997,4fb90823-4fb0-4869-94ed-7cf7e60badad,9976bf04-ac40-4ef7-83c6-408a55418392,medium,0.413,lost,whatsapp,1242.08,2026-08-01T21:00:51.175565+00:00,
9ea85d86-da59-423b-a5a5-1deb727e66e4,187ac74f-267a-4cfb-b513-250d693dc3d4,f6e110fb-ae8d-4321-ad46-a18398c46676,low,0.792,recovered,whatsapp,1171.18,2026-06-06T07:41:51.175565+00:00,2026-06-06T19:41:51.175565+00:00
5e06440f-063c-4e72-a818-3f2f4f18b271,7b07f811-b3be-40ef-b694-d1fde1fa78a4,16a1844d-ef8b-4801-9b86-69f745c52f93,medium,0.383,lost,email,6625.03,2026-08-05T23:21:51.175565+00:00,
013e57d0-cbe6-4948-b580-aa8080a15840,db4fcc48-9c2f-4f4e-8854-c0473ad58f2f,d0d3ce19-b13a-4a07-ab4b-a1206a004c74,low,0.878,recovered,sms,1092.15,2026-07-29T09:50:51.175565+00:00,2026-08-01T09:50:51.175565+00:00
3c127666-f091-4dc5-8fcd-89a68df6a2ff,6ebb29c5-67df-45d5-bf2f-37dd3384a91e,db071634-f222-4673-82ea-6ebaebfc8131,low,0.899,recovered,whatsapp,1788.01,2026-08-18T18:53:51.175565+00:00,2026-08-21T07:53:51.175565+00:00
270626d9-6724-4f90-adf7-2f691f369871,d9f61031-ddea-47d0-aed0-7502de88a7a4,371274e3-30c9-4a0e-a0d6-fbbaea266247,low,0.742,recovered,voice_call,1687.83,2026-06-27T22:28:51.175565+00:00,2026-06-30T06:28:51.175565+00:00
2afc435d-c304-4dee-b3e6-d81162089617,8b3a8840-615f-4578-85bc-c9febf412492,8fa2164c-eb05-4911-9e9e-c99c3c7a95c3,low,0.906,lost,email,1252.39,2026-06-25T14:01:51.175565+00:00,
47752f36-f1ac-48c5-aa44-09205c1f0df9,e4c1e1b2-3c71-41cb-9f4d-778351d8b98e,577d9238-ac23-4c16-94d1-8a7d53abdbb3,high,0.336,lost,whatsapp,1114.45,2026-07-10T06:49:51.175565+00:00,
c91723df-b5b6-441e-885f-08bd8580c4a1,b8a8d109-289b-4dde-b1e5-36b95ee4dc41,50c32edc-8eb8-4f9f-9b07-68d67fd0a894,medium,0.51,recovered,email,2305.09,2026-06-25T03:47:51.175565+00:00,2026-06-25T21:47:51.175565+00:00
04169e4e-c741-40b9-92c3-4bf3ee9bb328,ffd13b6f-0281-4985-8a01-41116b49d66e,f1072b22-d043-4a7e-a7b9-ab691104aff0,low,0.767,recovered,email,3324.72,2026-07-03T18:59:51.175565+00:00,2026-07-04T23:59:51.175565+00:00
df993e7e-1a40-47d5-8501-8b097f991c50,752b4773-5795-4e82-bbda-2040ca6c0f54,cc64daaa-2495-438e-b6c0-b0894683d1f2,low,0.737,recovered,whatsapp,879.47,2026-06-05T04:50:51.175565+00:00,2026-06-06T03:50:51.175565+00:00
99f221f3-f6ce-4f55-990d-8c2a0cc4ac35,1533c0a0-b578-4653-aca2-a8a48c747f98,ce92a921-ac8e-4a81-8cd1-23dd01b28e16,high,0.165,lost,voice_call,17809.43,2026-06-15T22:21:51.175565+00:00,
a0fca3bf-03f7-498e-8d91-6fbbd4fb33a0,d8c275b8-f783-4fff-8c20-5f68487c8673,75feb718-d063-4481-a50b-cc89345e4384,low,0.837,recovered,email,3300.08,2026-06-18T05:58:51.175565+00:00,2026-06-19T06:58:51.175565+00:00
e452eeef-7bab-4501-9900-ef14b88cfa8b,d4f71fd2-b932-4a30-a407-825896375311,05df6135-2dc3-4c79-9e93-4af14de6a0de,medium,0.552,recovered,email,4154.58,2026-07-21T21:04:51.175565+00:00,2026-07-23T13:04:51.175565+00:00
7f7e61bb-a9df-4167-b341-a9ae3fb67f9e,1a4b66f2-4d8a-4747-8899-4f1abe905f39,cd157d20-39d3-4adb-92bd-1fcbab4579cc,medium,0.616,lost,whatsapp,5935.07,2026-06-01T10:28:51.175565+00:00,
f1632ef6-5267-4769-9356-4f0d8f6a01b4,f9a4a3ad-f87f-4dfd-ad2e-90e111a36c76,c8b6098e-c5ff-40f5-8ba2-9758b7dbf441,medium,0.387,recovered,email,4268.28,2026-08-02T20:13:51.175565+00:00,2026-08-03T07:13:51.175565+00:00
6d3717b2-797b-4c98-967d-8a9b756ffd73,1dc0967c-5274-4cb8-82f2-9e6b19eca24a,19db2889-d814-4cc4-9b72-05b0892a4ec2,high,0.287,recovered,voice_call,7916.5,2026-06-20T11:18:51.175565+00:00,2026-06-22T12:18:51.175565+00:00
5b4172a2-a79c-48c8-9122-0e707e627eee,45c900c6-b230-4680-aee9-f84e63d004a0,7d35e63c-ff85-4af6-8d6e-4fb03651ae65,low,0.921,recovered,voice_call,4316.81,2026-07-17T02:45:51.175565+00:00,2026-07-17T07:45:51.175565+00:00
0da2bac6-78d0-48be-9f95-10b4cea4c9d0,e636fa84-7f8a-4a7d-b0a6-6ac249e926e9,0c4a87a6-676f-43a0-95a2-4550592bf11d,low,0.828,recovered,sms,1496.96,2026-07-14T02:41:51.175565+00:00,2026-07-15T02:41:51.175565+00:00
c8f2ca3e-35e7-4bff-8fde-7ce7cfb027a0,b6e6f7f4-b130-43c5-9cd4-1473cad29be2,97b3bdb5-c45e-4afb-8a22-2da31431cf76,medium,0.6,link_opened,email,995.72,2026-08-20T19:27:51.175565+00:00,
5c578421-8ba1-43f6-8347-822601b4a3d1,513d1136-ae88-4289-95ac-980ad88ddb96,0c4719c2-817d-4f3f-a2c1-6308d4a27f8b,medium,0.466,recovered,whatsapp,8195.64,2026-08-18T15:42:51.175565+00:00,2026-08-19T20:42:51.175565+00:00
0178bf81-e3c4-4cfa-a4ed-9492266214f8,d3da1614-b1d0-453d-ae7e-a6ba47ff6801,f6efde26-4879-45ca-865a-43775ee87b62,high,0.323,lost,voice_call,973.57,2026-07-07T18:46:51.175565+00:00,
e2cd144e-a9aa-4157-b32b-727ab0cf5853,8ae82e78-1901-48d8-80cf-70e7d3c7e791,069d5d45-48b9-4e36-905a-e127e679e9aa,low,0.664,lost,whatsapp,1371.04,2026-08-06T19:26:51.175565+00:00,
ef6884b6-23a9-4efe-b1f2-7105d1ed8e6d,c236c6c8-9e5e-4c89-baa9-385f840f9e1d,23033c88-8004-463b-8b9d-3050ce94d079,low,0.858,recovered,email,5294.13,2026-08-17T04:43:51.175565+00:00,2026-08-18T02:43:51.175565+00:00
2582e18b-1e65-484e-bc95-c907c3fe689b,9c0cb0e5-24e1-4032-bca7-fa3810a35864,23ef32e4-9cfc-4731-99b5-6b80caf4ef63,medium,0.515,recovered,whatsapp,3563.47,2026-06-06T00:11:51.175565+00:00,2026-06-07T03:11:51.175565+00:00
9f1b335f-a808-44a2-899a-60748cf2a49c,4ffb6dc7-53f2-402d-8dd4-4ee243d3b2d2,7ca12547-e544-4a9e-ba8d-0413607b00d7,low,0.827,recovered,sms,6688.01,2026-08-01T07:15:51.175565+00:00,2026-08-03T01:15:51.175565+00:00
0a88b00e-58b9-4d54-9b8a-adaae18f0acb,497f9627-7a19-4a0c-8903-a52ba29d74a6,44ca9fa2-813a-4ad6-8e3c-d5c00810fdaf,medium,0.478,recovered,whatsapp,4811.63,2026-06-22T20:14:51.175565+00:00,2026-06-23T20:14:51.175565+00:00
506781b5-0d3a-4583-af33-e7020faef0d3,b9d61a8f-9a65-4af4-a79e-ea2346f43a7c,b5254acc-6990-48be-844b-eac8dc80c439,medium,0.601,recovered,sms,3937.41,2026-08-03T18:49:51.175565+00:00,2026-08-04T04:49:51.175565+00:00
acb95ac1-8aee-4342-b087-afdc7b9d4156,5b302103-ee3e-4a48-bb5c-3013d8721f16,b294aca4-bd29-4943-afc9-74cc3ef829fd,low,0.838,lost,email,3661.95,2026-07-02T02:21:51.175565+00:00,
3ef51122-509b-4aa9-b1fe-df8883067987,70cf8fb0-4448-4de0-8beb-fa47c1fd7140,c3fb014f-417e-4908-9d63-f66f43a116c9,medium,0.351,recovered,whatsapp,2392.97,2026-08-16T09:47:51.175565+00:00,2026-08-17T01:47:51.175565+00:00
a1c9540e-2ec1-4eea-a595-6bfac1dddd3d,81962f65-f5a1-42ce-9680-a92b9dd2cccd,9659b55c-1f65-48dc-9a19-40a38ca846fb,low,0.731,recovered,email,948.82,2026-08-11T00:32:51.175565+00:00,2026-08-12T01:32:51.175565+00:00
75ad1f60-8801-4944-8f52-4efb220b667d,badcb1c8-234d-4a5a-b614-6b9ae492df6e,ecc4e349-7ccb-40d0-a08a-3fabbef54712,medium,0.488,lost,email,4530.69,2026-07-29T00:44:51.175565+00:00,
31b227ba-108a-41e5-8f23-4900fa71d8a6,271a415f-2a0d-411c-ab89-16153d7f896c,a04e74a0-9751-43d9-b87a-33d10196ca04,low,0.822,recovered,whatsapp,4400.73,2026-05-29T19:15:51.175565+00:00,2026-05-31T03:15:51.175565+00:00
ace1f629-38eb-4e26-994e-fa617532499c,13adce1a-9e6b-4765-8996-fc3c35caa5c8,09e134ca-8e65-44aa-bf3a-4627422ce8ef,low,0.812,recovered,whatsapp,6760.55,2026-08-06T19:02:51.175565+00:00,2026-08-08T18:02:51.175565+00:00
05fdd9db-aed8-4c45-b5dc-88bb4175e0ca,32a87a89-217e-4689-9df4-b8e5caf5309e,628e4138-f8bc-47a9-bf24-a5058476465e,medium,0.57,lost,whatsapp,3526.24,2026-08-09T16:44:51.175565+00:00,
f0364f8a-b493-4f0f-81ad-0d923794321a,b1e31992-ae97-4af7-befb-f269950ecfc3,5a502230-161b-4342-8bf9-37878a6c2fd3,low,0.804,lost,whatsapp,1535.43,2026-06-19T22:45:51.175565+00:00,
0af8ca72-8c1a-4804-af2b-ab4d1274b3b5,915b16bf-2a60-4c44-93c7-c08b7f1abca5,13a69143-09f4-44ca-a6c0-2a76e94af78d,low,0.697,lost,email,4147.31,2026-08-13T13:01:51.175565+00:00,
4144ea6e-a751-4704-ac48-ebadbb06f5a9,359d0158-36a4-4779-a4c0-dc5ccbaac92c,01ac2eed-7879-4f36-b94d-98b0f1e382a4,low,0.838,lost,whatsapp,2113.75,2026-07-09T06:04:51.175565+00:00,
0eb5f6fd-db19-408c-923c-ba872c842ef4,bb32b1ce-67b5-4bbc-9470-f401f337be14,ef20651d-1b31-422e-8aac-fdeebb7ac2e6,medium,0.543,lost,email,681.31,2026-07-09T10:56:51.175565+00:00,
e21f37c8-0517-49ec-8c42-54a500106e37,759e2656-f054-497a-83db-b8b87ff611f7,fc75d22f-0985-498d-afc7-fa555aba3856,medium,0.534,lost,email,11061.18,2026-06-11T23:07:51.175565+00:00,
39dfddaf-9891-4cb0-a9a9-bb80f35ae7d6,7a7b976e-5593-49aa-a5fe-0baa8307247f,a8528835-e6e0-49de-9b38-11254db570e5,medium,0.444,lost,email,2791.85,2026-07-18T17:41:51.175565+00:00,
11f0b67f-9703-41b2-a147-f0653d02a3e2,f1fca5d4-9cfd-455e-a1b7-77426202ab71,2c0c2229-7cf9-43f2-a3ed-4f440dc46177,medium,0.429,recovered,email,2037.2,2026-06-20T03:11:51.175565+00:00,2026-06-20T23:11:51.175565+00:00
dfa94745-8561-44d6-be50-4544a9252634,897de491-ffea-4a22-9d63-eec172da4f95,093a2e14-650b-4be8-910b-0d69a958dbaa,low,0.721,recovered,whatsapp,7408.9,2026-07-21T19:05:51.175565+00:00,2026-07-23T04:05:51.175565+00:00
2a748fc9-40e9-4914-bd30-2cf3d213de66,dd3746b2-883d-4ac5-a117-475c4b9a297a,e1314a88-c1ff-4a0e-bb0b-67d9b747ec43,high,0.332,lost,whatsapp,2088.65,2026-07-02T11:56:51.175565+00:00,
01ba07b1-11a5-4c8e-821a-cffa6089bb54,5af7bc3d-e15f-4a09-b12c-c757f89f4c34,a82993bb-c874-4101-8991-9189588ce77e,medium,0.39,lost,email,1258.32,2026-06-09T22:27:51.175565+00:00,
7ee61be4-2f62-42ae-8e63-8ed178bd6f29,cac1743d-e6ea-4326-810a-51376e2285d6,674faa97-74bf-4dde-935c-e534cadebdb4,medium,0.588,recovered,email,4406.27,2026-07-04T00:09:51.175565+00:00,2026-07-05T19:09:51.175565+00:00
2785fb06-eea4-4a93-a8f4-21cca8f2368d,3a5f403f-cc7c-405e-8352-431c6255398a,d70ed00e-4cc0-4ff5-86ff-24efa54a908d,medium,0.587,lost,whatsapp,3802.38,2026-06-29T12:51:51.175565+00:00,
11f12d71-843f-411d-b764-1a5fc803ea36,d55d491c-68c9-48c2-bc87-c01d14a1a58f,3bb658f9-2adc-4625-b51a-b6c5377ca60c,low,0.664,lost,whatsapp,850.82,2026-07-28T15:16:51.175565+00:00,
99b1d341-1f24-40d9-8060-8c0c5a8aea8d,526f436a-631d-4111-bba3-c6d49394d578,d5b6cc43-f139-4e19-9186-c9b5e4a0105e,low,0.835,recovered,whatsapp,2551.2,2026-07-28T14:00:51.175565+00:00,2026-07-29T03:00:51.175565+00:00
aadf0be1-5e4f-41ec-a136-62749f0eac9a,ed39e56e-f5b5-48b7-82bc-854a8bd05955,70d971f9-9c22-4cbf-beaf-be4b07c8abd6,low,0.852,recovered,email,5821.64,2026-06-19T13:25:51.175565+00:00,2026-06-21T21:25:51.175565+00:00
08d12701-2e72-45f8-b7b4-0ff0608c3c87,23cb700b-b5b6-4c2c-b7e5-0949d10f7596,46cf35ab-1f12-471f-b640-31bcbf2486c3,low,0.672,lost,email,1134.61,2026-07-05T20:02:51.175565+00:00,
6ad84297-e6ae-41c9-b40f-e95a032016cd,de33c6e7-767d-493a-a772-1db8225ff3cd,3cfb58c4-a236-4ff1-9972-4044a2889dfd,medium,0.62,recovered,sms,5923.95,2026-07-04T15:44:51.175565+00:00,2026-07-04T21:44:51.175565+00:00
22f31bc7-fc70-4f23-a3b1-0c1a2ad224cf,18b288ed-682f-441f-95b1-0d7e20167353,41f55cd1-5f44-49c3-8066-3de31b391163,high,0.227,lost,whatsapp,3589.78,2026-06-13T10:03:51.175565+00:00,
5a9cd8ca-92c6-404f-929d-9e55b1c849d6,366346c3-9428-40dc-bb9c-a998362d5392,ff917317-8952-4677-be42-151dc338ab28,low,0.762,recovered,whatsapp,2553.63,2026-06-09T04:19:51.175565+00:00,2026-06-09T09:19:51.175565+00:00
564d747c-fdee-4dc9-af28-379fff1fd42e,9cac70e4-cc16-4a6b-84ea-5a926a754fde,4f74ac0d-6713-4651-b536-c4146ddef237,low,0.86,recovered,email,2033.32,2026-06-14T01:21:51.175565+00:00,2026-06-15T11:21:51.175565+00:00
8e93986f-c253-4c6f-8ace-dc89e0dc97da,4d4444ad-63eb-4ca9-ac45-63d97160fe95,9249a0d0-3b12-4ffe-a408-a8d33f341710,medium,0.633,lost,email,1904.79,2026-08-12T17:05:51.175565+00:00,
8ea46fde-f12e-47bf-b7fc-8a8c0966cf12,9edbed2b-c145-42db-be72-35de1701108b,c042745c-f025-49fd-9878-1dbaf77275ef,low,0.793,recovered,voice_call,2720.18,2026-06-19T12:02:51.175565+00:00,2026-06-21T20:02:51.175565+00:00
250a7904-ce8b-420f-aa3d-dc4901b93382,1f6ea243-c818-4bf7-b475-40f07fa34cb8,185bc03a-7578-4cbf-aec8-ead94d050aac,low,0.659,pending,whatsapp,590.34,2026-08-19T23:41:51.175565+00:00,
31b937c2-6f64-4666-94a9-88257677e097,57318530-2711-4b67-9b05-85338841f92d,f28a7c19-ed38-4680-b38f-abc57aab5cf5,high,0.228,lost,whatsapp,1808.33,2026-07-20T07:16:51.175565+00:00,
a9cb08a2-c42c-4a02-89df-de1d9f2a19b4,be4d0306-6a79-4f9a-964e-3400c08afeae,dffc537d-2c64-48a4-a08f-fa5e62b0c88c,low,0.797,recovered,sms,3327.4,2026-06-14T07:28:51.175565+00:00,2026-06-14T19:28:51.175565+00:00
176f453f-b3d9-4e50-9bae-16e48642e6cc,e3571f96-f349-41ed-b5cd-5829b136e423,649edad0-4faa-462f-a60d-1b4023158851,medium,0.468,recovered,whatsapp,3151.7,2026-06-06T23:00:51.175565+00:00,2026-06-08T15:00:51.175565+00:00
73680118-e8b0-4f04-b654-e57deb97e71b,b8df828e-1ef5-4cf8-8292-f13e31f2b47e,59976d3c-fe1c-4d11-945a-7b6eccb912bd,high,0.167,lost,whatsapp,9137.94,2026-05-28T12:34:51.175565+00:00,
edf8fc2e-6df5-49d4-a431-c0d22b2cbbd6,b3a99229-af01-458f-9493-23f812e7b505,dc8ffc56-ae45-4f7f-80e1-060b03416d01,medium,0.493,recovered,sms,7185.32,2026-07-10T09:51:51.175565+00:00,2026-07-12T17:51:51.175565+00:00
51cfddc7-0548-4c2a-bf7d-d8cfd4ffe380,bc72f8ca-40ef-4b0d-9da2-29111d617e35,71b27686-37ed-43e3-b22d-67b38aa094d8,medium,0.521,payment_attempted,sms,8554.84,2026-08-20T01:07:51.175565+00:00,
11675e50-e650-4529-82e9-30df6555a988,8d565c3f-84a2-4ede-92f6-f6b0fc395bd0,9ce8eb62-51bd-47b2-8677-2b746218221c,low,0.7,lost,email,1875.12,2026-06-18T15:02:51.175565+00:00,
fb917b70-f226-4cf5-b6dd-f9e39eafc2f6,dda46993-6a99-48a9-8e2d-a34d162171f1,4a9e4697-ff5b-45d0-ab0a-47abeda77981,low,0.891,recovered,email,2762.43,2026-07-20T16:04:51.175565+00:00,2026-07-20T20:04:51.175565+00:00
378280fb-1149-4581-8f19-92901de0c6af,dde52b1b-d5b7-41b3-a6ef-20f93c8ad05d,139171c1-1341-4c26-955b-ae3f5a233141,low,0.734,recovered,email,3076.97,2026-05-30T05:51:51.175565+00:00,2026-06-02T04:51:51.175565+00:00
4b65668c-5f50-4160-b057-c83a372624ea,ad444357-d7b8-41cf-b8ff-87533911e9dc,fb4fb551-77a3-42fd-b2dc-350f84659a29,medium,0.642,recovered,email,928.78,2026-08-02T06:48:51.175565+00:00,2026-08-04T09:48:51.175565+00:00
d72b57be-2121-4081-9c70-8bca09d6547c,427f4e4c-e8d1-4695-93f3-b3ad22530ca7,d6afbed3-6ef8-4e10-8b28-04246f11b226,medium,0.508,recovered,email,3696.02,2026-06-18T11:22:51.175565+00:00,2026-06-21T07:22:51.175565+00:00
daf69e29-e816-4317-8edf-b55e95555521,76cebcd0-3e6d-4ca5-9ef3-21c0ebe7c587,1062d63a-e0e5-436e-9f37-940031b24ea3,low,0.673,lost,sms,651.4,2026-07-16T22:38:51.175565+00:00,
5ae889d3-b149-4003-a0ff-af99661b1f8e,9c0a1664-5978-470a-8364-fe611696d26a,cba09a13-0f21-482e-a207-f55eb6727fd1,low,0.703,recovered,whatsapp,3881.29,2026-08-19T01:55:51.175565+00:00,2026-08-20T10:55:51.175565+00:00
55370428-b739-40b3-87b7-b6aa5fb2ce62,0a9ffb17-e4ab-492e-a096-b40fc27c437c,d47f103f-5bcc-4ea3-8344-637275ef07bb,low,0.76,recovered,email,1489.2,2026-06-26T23:26:51.175565+00:00,2026-06-29T13:26:51.175565+00:00
ab3bdc43-bfa4-484d-bccc-ffa84a416814,e600ebfc-7266-427b-aa3e-c8c54c0aaef1,1e917205-6fa7-4bc6-981a-a3c0965a08e2,low,0.765,recovered,email,3379.8,2026-05-25T09:10:51.175565+00:00,2026-05-26T08:10:51.175565+00:00
b74e265f-a576-4b05-bdf9-be4dc271c4dc,217a397d-14ea-43a5-b569-11d896fbcc7b,ae7a6ab1-f74f-4bc6-b3b1-93018b64bccd,low,0.92,lost,email,1168.76,2026-07-06T22:08:51.175565+00:00,
a25fe0e6-881a-4497-aca2-7dffb022d242,0ffea72d-2429-44d6-b51b-6e6429022505,afab01d9-40ea-4150-ab22-395db1e4d1f8,high,0.248,lost,whatsapp,4216.14,2026-06-21T00:55:51.175565+00:00,
96ba528e-3a66-4c69-bdad-f3268e424285,e7ce362d-8dc0-42bc-a33b-f287b380f377,cf5630e7-ce4c-4480-99ef-be03d0b307b6,low,0.658,recovered,whatsapp,499.0,2026-08-17T03:47:51.175565+00:00,2026-08-17T14:47:51.175565+00:00
b7799abe-ab2e-4e1e-9a24-41458e907455,032e252c-6494-4350-8a73-c1f8b149c8e1,fb308749-6c5f-4c23-a8f8-6d5507b1abba,medium,0.557,lost,sms,5108.21,2026-08-14T14:08:51.175565+00:00,
8ce48e0a-23f4-408a-9815-3f0fe3692cb7,254b1129-7967-4d1f-afc8-b0f3aade144c,32341970-60dd-43e5-ab05-31fd4947d9b2,low,0.684,recovered,email,2613.28,2026-07-05T01:49:51.175565+00:00,2026-07-07T18:49:51.175565+00:00
a764edc2-da64-4aa0-a4da-dc9e008289a2,dca74f95-2edd-4763-82bb-4ab53a42612b,c7bb9ccb-2ce2-44c4-a19c-e4ca3dd49683,medium,0.467,recovered,voice_call,10610.32,2026-07-01T07:41:51.175565+00:00,2026-07-04T00:41:51.175565+00:00
7f3c0a2e-b8c2-4faa-b7f1-2d7b2f99cfa6,162d1aa3-a2aa-4ed3-86cf-431abac1cbd3,ed089976-6f69-4ebb-b65a-728748d3d4fa,low,0.812,recovered,whatsapp,2937.85,2026-08-17T15:55:51.175565+00:00,2026-08-20T02:55:51.175565+00:00
91e610ab-9ab1-4f48-8c58-9e7463988cb0,c2db6a58-b4bd-49c4-a01c-f956d7241082,b7af53c7-b1b9-4899-ac12-749d0d1155b8,medium,0.525,contacted,whatsapp,873.48,2026-08-22T14:54:51.175565+00:00,
c6c28438-d713-4a0a-971a-9df27795db49,50fd4b9c-e414-480b-9ce9-45957b4737ba,bfd27c84-f7bc-4b76-adcf-3c7e15452b3a,low,0.866,recovered,sms,3467.58,2026-06-23T09:42:51.175565+00:00,2026-06-24T02:42:51.175565+00:00
62801414-9b19-468f-ad22-8fcfc8b2265a,4b1ba3b3-0485-4192-8f6c-fb8c5457c483,f35c0f13-118c-44df-a2fa-aa1bbeea1790,low,0.736,lost,whatsapp,1414.66,2026-07-13T15:04:51.175565+00:00,
3b923214-fda9-49ee-a027-72a3e9ee0c46,0f07b49c-f667-473b-9532-4337506eff85,3e3e3e07-d8b7-4824-8dff-1d20ccf224af,low,0.897,recovered,email,3020.64,2026-08-11T00:10:51.175565+00:00,2026-08-12T11:10:51.175565+00:00
f6f06d44-4adc-45b6-81cb-99318688c4de,465485ba-dff6-4d8e-bbb5-64b73f7273ce,be651476-81e2-46bd-add8-d8d6c8fc9149,medium,0.517,recovered,sms,4312.23,2026-06-30T05:47:51.175565+00:00,2026-07-03T02:47:51.175565+00:00
8fdce331-9bc4-4afb-ac38-59d5a79dfe06,211f753f-e941-4774-9fed-b649de35cf98,fcf3fe06-c738-4f12-a9d8-9004f5c733d3,low,0.797,recovered,whatsapp,2368.93,2026-08-13T14:59:51.175565+00:00,2026-08-15T09:59:51.175565+00:00
e26aaffc-e23a-4de6-b36f-501dc60f6fdb,1ba30429-c2a5-44f3-92fa-9e078cc21bdc,44a4e96c-ec5a-4a7c-a5b3-61f4a403eab1,low,0.685,recovered,whatsapp,3881.52,2026-06-11T07:18:51.175565+00:00,2026-06-12T18:18:51.175565+00:00
65943f75-0e9b-4626-be97-60bce85dd46c,caf2d6f0-4545-4657-abfe-a7360a23b324,7a700597-d856-4d5d-9540-895f7b9d5966,medium,0.64,lost,whatsapp,2128.64,2026-06-24T06:20:51.175565+00:00,
